review_id,review,Food,Service,Ambience,deal
25,"I've eaten here many times, but none as bad as last night. Service was excellent, and highly attentive. Food, absolutely horrible.  My expectation was they would serve a steak on par with their seafood. After all, they were charging 39 bucks for a ribeye.  What I was hoping for was a 1- 1-1/2' thick steak, cooked Pittsburgh style as I had ordered.  What I got a a 3/4 in thick piece of meat that was mostly fat, gristle, and in no way resembled Pittsburgh Style.  Salad, similar to something you could get at Chick Filet Veggies, blah. Bread basket, ample, but day old, and if not, it certainly wasn't fresh.   In addition to bad food, we were crammed into a small room where we were nuts to butts with 6 other tables, listening to conversations ranging from someone's recent bout with pinkeye, and another couple who elected to speak entirely in French, until the waiter showed up, then it was like they turned off the French switch and suddenly began speaking English.   I've had it with this place. If I'm going to pay 150 bucks for dinner, it'll be at Mortons, or Maestro where the steaks are 1-1/2 in thick, cooked to perfection, and half of it doesnt wind up on the plate as fat and gristle",0,1,0,0
38,"I have no idea whether there is a Japanese community in this part of town, but New Tokyo would suit one well.  It's rather small, but they have a wide selection of Japanese, snacks, beverages (including my new fave beer, Asahi Black), refrigerated items, staples, etc.    This is not an Asian market, it's specifically Japanese, so don't expect more than a few crossover items like kimchi.  That being said, sometimes it's good to specialize.  It lets them carry more variety of Japanese products.  The cashier was very friendly when I finally stopped loading my basket long enough to check out.  Like the first reviewer, I loaded up with snacks for the hotel room...along with a six-pack of Asahi Black, of course.  Oh, one more important factor...the prices were quite reasonable, in line with most ethnic market imports...maybe even a bit cheaper than usual.",0,1,0,0
39,"Absolutely the best sushi in the valley, hands down.  The fish is fresh and their spicy tuna is like no other.  However, the service is extremely slow. We once waited 75 minutes to get our lunch and the restaurant wasn't even full.  Can't say much about the cooked food though, but the sushi is amazing",1,0,0,0
41,"I have to add to Andrew's review.....  I just can't believe the things that happened!!  Yes the app was good.  The entree was good too, but there were bites of just bread with no chicken in the panini.  It definitely would have been better with more chicken!  But the girl working here is one of the worst waitress/bartender/hostesses EVER!  When we walked in, she didn't even sit us.  We stood there forever waiting until she finally told us to seat ourselves.  We went outside since there was nothing left inside.  It was too hot outside so we came back in and figured we'd sit at the bar.  Luckily a nice guy noticed us looking around and let us sit at the end of his table that he moved apart since his whole party didn't show up for dinner.  I was so excited when I saw they had cider on their menu!  And not just one, but two that I like!  Wyder's Pear Cider and Strongbow!!   I ordered a Wyder's.  After I finished it and asked for another, she said they were out of them.  Okay, so I ordered a strongbow.  She came back and poured it into a glass for me.  When I took a drink it was disgusting!!  It was Boddington's!!!!  When I finally got her attention away from flirting with a man sitting at the bar to ask her for the correct drink, she told me they were out of Strongbow too!  How are you out of both drinks??  You're a restaurant.  Shouldn't it be stocked?  You're right across from a BevMo for god's sake!  When we ordered our food, he ordered the app.  Then I ordered my entree and she walked away!  She didn't even get his order!!!!  We figured it was probably for the best.  We'd split the app and the entree and eat less.  Stupid of the waitress to lose money that way, but whatever.  When she brought my food, she didn't bring the correct things.  How hard is it to remember?  She had maybe 4 tables to take care of!  Maybe if she stopped texting while she's behind the bar on her cell phone or if she'd stop having a conversation with the guy at the bar, maybe she could have done her job a little better.",0,0,0,0
44,"One of the spot my coworkers and I go to for lunch. We usually try to get there before 11am (weekdays) to beat the rush from all the Corporate places near the MetroCenter.    The deli sandwiches are good.  I usually stick to getting the Amy's turkey-O.  If you plan on substituting a side, make sure you tell them because the cashiers don't normally ask and you'll be stuck with chips.  The salad bar here is very decent for the price.    Don't forget to get ice cream on the way out!",1,0,0,0
50,"Every now and then my Vietnamese side craves for PHO...are you surprised!?  Noodle Ranch is my local Pho joint.  I can literally walk to this place :)  Okay, the Pho Tai is great here....I got the combination once and it wasn't as good.  I love the decor here lots and lots of old photos of Vietnam.  Service is always good here and I've been here when their busy and when it's slow.  If you need a Pho fix I would definitely recommend this place!",1,1,1,0
53,"Great Southwestern restaurant.  The food is incredible, especially the stacked enchiladas.  Normally I do not eat heavy foods, but this was way too good to pass up.  The chips and salsa were very tasty as well.  Service was very friendly and timely.  The interior is pedestrian at best, but still a pleasant environment.",1,1,0,0
62,Awesome subs clean and friendly well priced.,1,0,0,0
71,This is my first time back in years. It will be my last. I was in the bar area for lunch it was almost 1hour 25 min before I could get out. Ten min before my drink order and almost as long before food order. A secound drink forget it. Guy next to me walked out.,0,0,0,0
72,"As mentioned earlier, the best thing about this place is the super cheap, but super delicious lunch bentos.  You get a main dish, rice, salad, and an orange for under $4. If that's not enough, you can get double meat for a buck or two more.  I highly recommend the ginger pork or the katsu.  My friend I normally go with is a big fan of the white fish (fried or grilled).  The sushi here isn't bad.  It's nothing super special, but I don't come here for the sushi so it's not a big knock against the place.  As they would say on ebay: A+++ Great Seller! Would eat here again!!!",1,1,0,0
85,"That darn Smokehouse burger is awesome. 5 stars.   The smoked corn was a little Meh... it was oily like not butter oily... not a huge fan of the texture either. I like corn crunchy and it was not.   Service was great.   I did see an unmentionable bug running around near the back entrance towards the chicken rotisserie thing, but bugs have to eat too right? (still 5 stars lol)",1,1,0,0
89,"I have been here several times now and have never had a bad experience yet.  Good food, good service; no complaints.   Still have never made it here for happy hour, but their specials during that time seem like quite a deal.  The staff are always friendly and seem to remember us from one visit to another.  I've only ever eaten sushi here, but they have a lot of other menu items that I would like to try at some point, but I always turn to the sushi as it has always been good and fresh.  I would recommend trying this restaurant.",1,1,0,1
95,"Perhaps it was foolish for me to give La Condesa only four stars at first, given the fact that I really liked it.  What can I say?  I'm critical by nature.  I knew I was going back soon, so I felt like I had to save the last for a return visit.  Well, it just got it.  This place is fantastic.  In fact, if CenPho lets this one go under, I will personally hold all of you responsible; watch out for a citizen's arrest if I ever see you.  However, that is unlikely to happen, because the food is damn tasty.    Today, the Oaxaca black mole chicken taco had me swooning, topped with pickled onions; the chicken is tender and simmered in the lovely sauce.  The Soronan carne asada taco, char-grilled over mesquite charcoal is no slouch either; I'd rate it right up there with some of my favorites in town.    Go to this place; I have a feeling I'll be here at least weekly.  When and if they ever get a beer/liquor license...probably more.",1,0,0,0
96,Returned Sunday afternoon and was  pleasantly suprised. Happy Hour is 7 days a week 3-7 pm   ; )    I recieved great service at the bar which was friendly fast and efficient(Janessa) .I ordered couple of drafts and wings with good happy hour pricing! I will be back!,0,1,0,1
104,"I have had a great experience every time I have been there.  The food is hard to beat and the service was pleasant.    Portions are reasonable, not huge (I'm a big feller), and I was satified every time I ate there.    Very pleasant environment, clean, spacious and calm.",1,1,1,0
113,"My husband and I went here on a Saturday night for dinner because we had a restaurant.com gift certificate. Yes, it's in the Sheraton, and yes it's near the airport with not much else around, but I have to say- we were both impressed.   We started with the Gambas al Fuego, which were deliciously spicy (although I thought that $10 for four shrimp was a bit excessive, no matter how tasty they were). We both had house salads with blue cheese dressing- I think you can tell a lot about the quality of a place by their salads. They used fresh field greens, the tomatoes were perfect and sweet, and even the thinly sliced onions were sweet and delicious. The blue cheese dressing was fantastic, and had actual chunks of blue cheese. I was impressed, for a hotel restaurant. For our entrees, I had the hickory smoked baby back ribs (good, but not phenomenal) and husband ordered the chorizo chicken- I am so glad he shared a bite with me, because it was awesome. I was really wishing I'd gotten that instead of the ribs. Oh, and I especially wanted to mention the asparagus that came with my ribs- tender, cooked just right, and flavorful. This place uses quality ingredients.  If it wasn't so out of the way, we would definitely come by regularly. My husband was especially enticed by the prime rib melt sandwich, so I think we'll be back during lunch in the near future.   The only reason I'm not giving 5 stars was that the atmosphere was pretty dead. Which I suppose is understandable, given that it's inside the Sheraton. The decor was nice though. They should have a free standing restaurant in an area with more traffic- this place would be a hit.",1,1,0,0
116,Only had a chance to experience the Oscuro (amber lager) and the pizza (the Arizona vs. Boston) so far but it's enough to make me want to come back and try more.  Lots of flat screens. Should be a great place to spend a Sunday afternoon watching footbal in the fall.,1,0,0,0
135,"On one of my many visits to see mi amore, he took me to this fantastic little pizza joint. The aesthetics of the place were overwhelmingly perfect. I believe the maximum seating capacity of the dining area is 45, yes folks, 45. So the 2 1/2 hour wait was expected, and very VERY worth it. The pizzas are baked to order in a classic brick house oven. The toppings arent what youd find in your local Pizza Hut, either. You can choose from fresh slices of mozzarella, slices of perfectly seasoned italian sausage, pepperoni slices, salami slices, arugula, fresh basil leaves, tomatoes, etc. Basically what Im getting at, is this is beyond words delicious, classic LEGIT Italian pizza. Around the dining area, you will see freshly baked loaves of focaccia bread, that is later served to you with extra virgin olive oil for dipping once you are seated. The smell in that place is heavenly.....incredibly reminiscent of my grandmothers kitchen!!  PS GET THERE EARLY!!",1,0,1,0
138,"Wednesday 7pm.  This place is your average over priced, lack of taste chain food restaurant and this place was no different.   I have to say, I was super disappointed as I have always heard rave reviews, now I'm starting to question who I associate with and their taste in food.  Service=slow. Food=just tastes like salt Noise=loud and they do a dance...like a lot.  Go somewhere else and skip Joe's Crabs.",0,0,0,0
139,"After long debate of where to have lunch, I am glad that I stopped into The Greek Pita.    I had ordered the lamb gyro with everything except onions.  The gyro was loaded with lamb meat and toppings.  The pita was soft and fresh. The Tzatziki sauce  has a nice tang to it.  It tasted light, cool, and creamy.   The total cost was $5.74 + tax.  I left with a very happy belly.",1,0,0,0
140,"They serve breakfast all day, which is always a plus.    I had the tomato soup with grilled cheese.  The bread was delcious, tasted homemade.  However, there was way too much cheese, and it wasn't fully melted.    My g/f had the eggs benedict, which looked really good.  She said it was really good, and filling.    3 stars.  I've had better.  I've had worse.  La de da.",1,1,0,0
142,"I had not been to an Oregano's in like 10 years. They seems to be popping up all over here in AZ now so my buddy was in from out of town and he wanted to try, so why not.  I'll tell you ""Why NOT""... we has two thin crust pizzas... and I even hate to call them that. More like... crackers with melted cheese and some toppings.  That was some of the worst excuse for pizza I've ever had. Most of the fast-food delivery pizza I've had beats it -- and I do not like, at all, delivery pizza.  Maybe the pan pizza is better than the thin crust... god it could not be worse!  It only deserves one star for the good service... other than that is the another sub-par overpriced ""gourmet"" pizza joint.  If you want expensive, and good, pizza there are many good alternatives... Pizzeria Bianco, Grimaldi's, etc.",0,1,0,0
143,"I was a regular at Mia's first location in Wrigleyville/Chicago. Scott (the original founder/chef and present owner) is the reason Mia Francesca is what it is. Not sure if us folks up here in Scottsdale know how lucky we are he landed on our door step. Food, service, vibe...if I could give it six stars I would.",1,1,1,0
147,"Ate here months ago.  Was excited to finally find a Phoenix sushi venue, and one that also offered brown rice as a sub for sushi dishes (don't quote me on this however, since it has been many months and I may be recalling another venue).    One item did impress me, and that was the complimentary appetizer that was comprised of tempura'd chips with perhaps a squid salad topping (?)  I should have just ordered another serving of this!  Instead, I tried an Ao Yasai (mixed gourmet greens with ginger) and a sushi roll w/ brown rice, the latter I thought was price-y considering the very small portion given.  I was so unimpressed by its unexciting flavors that I don't even recall what kind of roll I tried!  Pretty sad, I know.    I told myself I wouldn't go back, but I would like to give Hana another try, perhaps for lunch and/or dinner with a group of friends and have apps and wine/sake!",0,0,0,0
148,"Fun Irish-pub type vibe with a great beer selection and not your typical bar food. I love the oysters on the half-shell, salads, sandwiches and fried zucchini/mushroom combo.  Casey's offers inside dining and a bar - but the expansive patio is the hang-out spot. The clientele is varied and full of regulars. People from all ages and backgrounds hang out here but it's especially popular with ASU students, staff and faculty.   The only downside is parking can be difficult, service sometimes slow and it can become fairly crowded - especially on the weekend.",1,0,1,0
150,"I have either an extreme LOVE or DISLIKE for this place. More love, though.  Things I love:  Great wine, with all different price points, which is nice. Cool, speakeasy atmosphere. Great bands and entertainment. Great cheese platter and flat breads. Good prices.  Things I do not love:  Service. Are you a bouncer? A bartender? Are you leading me to a seat? can you get me a seat? Its confusing. The staff is not clearly defined (not only do they not wear uniforms, or name tags, but they are scarce and hard to find)  The mix. It is kind of a random mix. I guess that can be a good thing, but I was there once and it was like Spring Break in Cabo, and then the other time, it was like 50+ snow birds day. Either one is fine, it is just hard to gage when to go and who to bring, like, my mom, or my pals.  They serve dessert, but no coffee. That, to me, is just strange. Buy a coffee maker. Sheesh. They have this amazing fondue that would be great with some baileys and coffee, and alas, no coffee. Strange. I know, ""wine bar"", but if you serve dessert, coffee should go hand in hand.   In the end, the place is cool and they have some of the best entertainment there. they ambiance is nice. Go early for a seat, they are hard to come by. Beware of paying $ at the door for an entertainment fee, but it is well worth it.",1,0,1,1
151,"I have visited MacAlpine's a few times, and every time I have been very pleased with both the food and the service.  The wait staff and the owners are always very friendly and helpful and the food, although nothing fancy, is always good.  I love the atmosphere of this restaurant as well as the neighboring thrift shop that is fun to browse while the food cooks.  And the egg cream sodas are delicious!  Not to mention visiting a piece of Phoenix history at the same time - I love it!  The only downside to this place? I wish they were open later into the evening...",1,1,1,0
152,"Cowboy Ciao is one my favorite restaurants in Old Town Scottsdale.  To start with, they share a wine list with Kazimierz.  My favorite menu item is the Stetson Chopped salad.  My only wish is that the serving was bigger!  I can't get enough...and I'm too embarrassed to order two.  The flavors in this salad are amazing!  Smoked salmon, Israeli cous cous, creamy dressing.  For dinner, I actually like the Exotic Mushroom Pan Fry.  The tastes are really unique and I got to try mushrooms I hadn't had before.  It's great!  I did try the Bacon Peanut Brittle for dessert and I cannot recommend this.  It was not good at all.  It just makes the brittle really greasy and then you run into chunks of bacon...ick.  Thank God my husband ordered the Chocolate/Peanut Butter pot pie so I could steal from him!",1,0,0,0
155,"This is my first dinner stop anytime I'm in Scottsdale, and always makes me look good when I recommend it.  This time, the standouts were the ceviche, the crab queso, the lamb adobo, and the  Cadillac marg.  Tablemates had other dishes they raved about.  Noteworthy notes:  I've not yet sat on the patio, but I can't explain why.  It looks awesome.  The margaritas are sufficiently stiff.  They're not my preferred carburetor cleaning strength, but neither are they simply jazzed-up lemonade or those super-acidic0.0 pH version you get some places.  The service was a little lax this time, less attentive than before, and that's the only reason I'm not giving LS a 5 this time.  If you're after Mexican when in Scottsdale, this is the first place to point your ride.",1,0,1,0
156,"The actual restaurant is fine, the service is friendly and good.  I am not going to go in to the food other than to say, no.  Oh well $340 bucks and all I can muster is a no.",0,1,1,0
162,"I was sad to come back to lai lai's and they no longer had the Mongolian :( boo,, but i took my mom there and we were starving so we decided to order off the menu. My mom is allergic to  msg and they helped us with what we should order. and she didn't get sick!! woo hoo.. we ordered three dishes and an appetizer to share between her , my bf, and myself, and we stilll brought food home, and I dont think we spent over $30 bucks for all that food!! it was very good to! i love good cheap food!! Ill be back, they are always friendly.",1,1,0,1
163,"Ugh...I had never been to a Waffle House, but my southern friends who frequent them a lot back home convinced me to try it out for a late night creep.  The food is just sub par and sits hard in your belly.  All I ordered was waffles and I wasn't impressed.  I do appreciate that they are open late, so I wont' ""throw the baby out with the bathwater"".  The cocoa was cool and the server was cute, sweet and attentive.  Fortunately for me, my taste buds are already spoiled with The Good Egg.  I'm so sorry I cheated on you baby!",0,1,0,0
165,Last nights To-Go order:  Char Burger w/avocado. Burger was delicious ~ Yum!  Extra crispy french fries were perfect! Price was reasonable for a burger of this caliber.  No drive-thru No waiters Staff very friendly  I WILL BE GOING BACK!!!!,1,1,0,1
168,"Alright, so here is my two cents on Brat Haus. I suggest to steer clear of the brats I tried (Beer Brat & Spicy Thai).  I found them a bit dry and bland.  I also found the pretzels less than fabulous. I do suggest to try to big, juicy, tasty, meatballs. Much better choice. The outside patio very cool, an open fresh space with plenty of seating and a big ol' wall of funky art. The service was also friendly, and attentive and fair prices. Overall, it's totally worth checking out if you are in the area and in the mood for something different.",0,1,1,1
173,"Pupusas?? As a hardcore Mexican food enthusiast I was intrigued by the concept but barely able to figure out how this fascinating dish was pronounced.  I am proud to say that I am a HUGE fan of pupusas now.    Salvadoreno popped up in a search of mine to find a low-key, nice Sunday night place to relax and enjoy some food.  It definitely was worth the visit to an interesting part of Mesa.  The restaurant is very similar to a lot of Mexican food restaurants anyone who has lived in Phoenix will be familiar with.  One room with several tables and a counter with interestingly-named dishes posted behind it.  The waitress was very friendly, but I will say that knowing a little Spanish helped.  My girlfriend and I both ordered the Pupusa combo platter, real risky based on other reviews - I know.  I went with Pollo and the revuelta mixed with pork, cheese and beans.  She had the chicken as well with carne asada.  This little dish is fantastic!  I think next time I'll just stick with getting two pupusas because I was extremely full and did NOT need to add rice and beans to the mix (although those were good too.)  The only disappointment was the fact that Independence Day was on the TV in Spanish, but the volume was too far down to hear.  I'd love to hear the voice-over actor for Will Smith busting out a ""Bienvenidos a Tierra, P***!""  On a more serious note, I look forward to heading back here as soon as possible.  I'd love to try the Ceviche, as it's on the Best of Phoenix list, and there are a few other dishes (think breakfast) that looked intriguing.",1,1,0,0
179,"Arizona definitely lack cool spots, but luckily they have The Vig. The venue has a nice patio area--perfect for warmer nights, but the inside tables are fine too.     My friends brought me on a Sunday night where all their bottle wines are 50%off... which is pretty awesome. The service was friendly and the food was legit. Try the ""Good ol' Steak Salad"" and Crabmeat Artichoke dip!   btw the valet is $3.",1,1,1,1
180,I love this location! The food is always great and the service is good. Wi-fi is a plus especially since I am going to school. I come here almost everyday. I recommend this location to everyone.,1,1,1,0
181,"I am at work today, talking to my co-worker, letting her know that I was going to Taco Bell for lunch.  She looked at me disappointed, and said ""I never want to hear that you are gaining weight again...stop eating that!""  She then told me about Sacks....I decided that I would give it a shot. (not that is was any healthier....) I wasn't real impressed with the layout of the place, even where it was located.  It was getting busy when I walked in...and had no idea what to order.  I ended up with the Van Gogh, which was roast beef, dill, alfalfa sprouts, cheese and I subsituted the marble rye for a tomato basil bread.  The girl at the counter was really sweet and helpful at helping me pick out what I wanted.   My sandwich was really good, and it wasn't just a normal sandwich.  I also liked the little cookie that they snuck into my bag.  And the fact that they have Stewart's root beer was a nice bonus. The only thing that I could say that was negative is that I left there still smelling the kitchen on my coat.  And it wasn't pleasant.",1,1,0,0
183,"ok....first let me say that I grew up in PHX. And we used to go for special occasions to ""Bobby MaGees"" which is where BobbyQ's is now located (says something about the quality of my restaurant experiences as a young fella)...And as cheesy as Bobby McGaees was...i kind of miss the pirate serving me my dinner (and the salad bar in the bathtub).  But i do like what they have done to the place. Cool interior. Casual but with a nice upscale feel. The patio seemed really nice (didn't sit out here).  We tried a variety of things. A burger, a pulled pork sandwich, brisket, baby backs etc...  I think the standout were the ribs. VERY good...very tender (but not overcooked), good sauce.  I enjoyed every one.Everything else was just ok. Like on par with Chili's (which isn't saying much).   The sides were pretty tasty. Corn (roasted and then taken off the cob for you) , mashed potatoes, cornbread...all pretty good.   Dinner for 4 (2 kids, no booze)...50$.  But a 5 star place? Maybe in the context of other restaurants in the Dunlap and I07 areas (next to crazy Mitch's Furniture barn.) But not in the broader context of PHX.  I would definitely go back for ribs...but not a place that will go into the normal rotation.  Side note: Hilarious crowd on a Saturday night. Lots of ""west side"" clubbers...or maybe too old to be clubbers but want to go clubbing (there is a lounge attached).",1,1,1,0
